Rk,Unnamed: 1,Age,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19,OBPM,DBPM,BPM,VORP,Year,Team,Percent_VORP,TOV%,USG%,Unnamed: 16,Unnamed: 21,3PAr,Unnamed: 17,Unnamed: 22
1,LeBron James,33,22,922,32.2,0.619,0.418,3.9,22.3,12.9,46.4,1.7,2.3,,4.2,1.0,5.2,0.26899999999999996,,10.1,2.6,12.7,3.4,2018,CLE,0.8947368421052632,13.5,35.0,,,0.22399999999999998,,
1,Michael Jordan,24,10,427,28.4,0.598,0.381,5.8,12.7,9.2,23.1,2.9,1.5,,1.3,0.8,2.1,0.23399999999999999,,8.5,3.7,12.2,1.5,1988,CHI,0.8823529411764706,11.4,35.2,,,0.012,,
1,Kareem Abdul-Jabbar,29,11,467,32.4,0.6459999999999999,0.496,11.4,31.5,21.6,18.1,1.9,4.2,,2.3,0.9,3.2,0.332,,9.6,2.6,12.2,1.7,1977,LAL,0.85,,,,,,,
1,Bernard King,27,12,477,27.6,0.62,0.436,6.7,10.8,8.8,14.8,1.4,0.7,,2.1,0.3,2.3,0.23399999999999999,,8.4,0.2,8.6,1.3,1984,NYK,0.7647058823529411,8.4,31.9,,,0.004,,
1,Michael Jordan,25,17,718,29.9,0.602,0.5870000000000001,4.4,14.4,9.6,38.0,3.1,1.2,,2.8,1.2,4.0,0.27,,9.1,3.1,12.1,2.5,1989,CHI,0.7575757575757576,12.2,35.4,,,0.09,,
3,Hakeem Olajuwon,24,10,389,28.5,0.659,0.542,12.0,20.7,16.5,11.7,1.7,6.4,,1.2,0.8,2.0,0.251,,5.7,4.1,9.8,1.1,1987,HOU,0.7333333333333334,14.0,28.1,,,0.006,,
1,Michael Jordan,26,16,674,31.7,0.5920000000000001,0.373,4.2,16.6,10.2,34.5,3.5,1.5,,2.7,1.3,4.0,0.284,,10.2,3.5,13.7,2.7,1990,CHI,0.7297297297297297,10.1,36.1,,,0.11699999999999999,,
1,Vince Carter,29,11,450,26.8,0.5589999999999999,0.44299999999999995,4.2,17.6,10.7,27.8,2.4,1.3,,1.3,0.6,1.9,0.207,,7.4,2.0,9.4,1.3,2006,NJN,0.6842105263157897,8.2,33.8,,,0.23800000000000002,,
3,Jason Kidd,33,12,484,22.0,0.55,0.16899999999999998,5.8,26.2,16.2,49.5,2.5,0.9,,1.0,1.1,2.1,0.207,,5.0,3.6,8.6,1.3,2007,NJN,0.6842105263157895,20.5,19.9,,,0.547,,
1,Nikola JokiÄ‡,23,14,557,29.6,0.596,0.299,10.0,24.5,17.2,37.1,1.5,1.8,,2.4,0.6,3.0,0.263,,8.3,3.3,11.6,1.9,2019,DEN,0.6785714285714285,10.9,26.5,,,0.215,,
2,LeBron James,24,14,580,37.4,0.618,0.638,4.3,23.6,14.2,39.5,2.2,1.8,,3.7,1.1,4.8,0.39899999999999997,,12.8,4.8,17.5,2.9,2009,CLE,0.6744186046511628,8.7,36.4,,,0.26,,
1,Rolando Blackman,24,10,397,20.4,0.589,0.36,3.9,7.9,5.8,17.5,0.8,0.6,,1.0,0.0,1.1,0.131,,4.0,-0.3,3.7,0.6,1984,DAL,0.6666666666666667,10.6,24.4,,,0.0,,
1,Adrian Dantley,28,11,454,24.7,0.604,0.599,9.3,11.0,10.2,17.1,1.1,0.1,,1.7,0.2,2.0,0.207,,5.7,-1.2,4.5,0.7,1984,UTA,0.6363636363636364,11.5,30.1,,,0.0,,
1,Sleepy Floyd,26,10,414,19.3,0.613,0.336,2.3,6.2,4.1,35.5,2.1,0.3,,0.9,0.2,1.2,0.13699999999999998,,5.2,-0.9,4.2,0.7,1987,GSW,0.6363636363636364,16.7,20.9,,,0.184,,
1,LeBron James,21,13,604,23.2,0.557,0.384,4.4,16.2,10.3,28.1,1.7,1.3,,1.0,0.7,1.7,0.135,,6.3,1.2,7.5,1.4,2006,CLE,0.6363636363636362,15.3,33.5,,,0.205,,
1,LeBron James,25,11,460,28.6,0.607,0.569,4.0,22.1,13.3,36.8,2.1,3.0,,1.5,0.8,2.3,0.242,,8.5,3.0,11.5,1.6,2010,CLE,0.6153846153846154,13.7,30.9,,,0.237,,
1,Hakeem Olajuwon,30,12,518,26.7,0.568,0.315,12.8,23.4,18.7,20.6,2.1,7.0,,1.2,1.2,2.4,0.221,,4.8,4.3,9.1,1.4,1993,HOU,0.6086956521739132,14.2,27.8,,,0.004,,
1,LeBron James,23,13,552,24.3,0.525,0.607,3.4,19.3,11.2,40.5,2.3,2.6,,1.0,1.2,2.2,0.187,,6.7,3.4,10.1,1.7,2008,CLE,0.6071428571428572,13.4,34.7,,,0.255,,
1,Charles Barkley,26,10,419,25.0,0.589,0.667,18.0,26.8,22.2,17.7,1.0,1.1,,1.3,0.2,1.5,0.17600000000000002,,7.0,-0.6,6.4,0.9,1990,PHI,0.6,12.5,25.3,,,0.111,,
1,Karl Malone,36,10,386,25.8,0.584,0.39899999999999997,6.1,20.9,13.7,19.0,1.0,1.4,,1.2,0.3,1.6,0.19399999999999998,,6.8,0.6,7.3,0.9,2000,UTA,0.6,10.4,32.3,,,0.01,,
2,Charles Barkley,30,10,425,27.8,0.575,0.255,8.4,27.0,17.1,20.0,3.0,1.5,,1.5,0.4,1.8,0.20800000000000002,,7.0,1.9,8.8,1.1,1994,PHO,0.5789473684210527,10.1,27.0,,,0.185,,
1,Ray Allen,25,18,768,23.7,0.613,0.26,2.8,7.4,5.2,27.1,1.7,0.9,,3.2,0.4,3.6,0.223,,8.2,0.1,8.3,2.0,2001,MIL,0.5714285714285714,10.4,24.9,,,0.36,,
2,John Stockton,25,11,478,22.5,0.618,0.679,3.6,7.0,5.4,51.9,3.9,0.4,,1.3,0.7,2.0,0.201,,5.4,3.4,8.8,1.3,1988,UTA,0.5652173913043479,21.6,20.3,,,0.10400000000000001,,
1,LeBron James,22,20,893,23.9,0.516,0.491,3.4,17.9,10.6,37.4,2.1,1.0,,2.1,1.6,3.7,0.2,,5.3,2.8,8.1,2.2,2007,CLE,0.5641025641025642,12.0,29.7,,,0.188,,
1,Paul Pierce,25,10,445,23.0,0.5539999999999999,0.606,2.9,20.1,11.6,30.0,2.5,1.4,,0.9,0.8,1.7,0.179,,4.7,1.7,6.3,0.9,2003,BOS,0.5625000000000001,15.3,30.7,,,0.233,,
1,LeBron James,29,20,763,31.1,0.6679999999999999,0.47100000000000003,2.5,21.4,12.3,25.6,2.7,1.4,,3.4,0.9,4.3,0.27,,8.5,1.8,10.3,2.4,2014,MIA,0.5581395348837209,12.9,31.6,,,0.253,,
1,Larry Bird,27,23,961,26.3,0.607,0.435,7.2,23.1,15.0,23.2,2.8,1.7,,3.0,1.7,4.7,0.23600000000000002,,8.0,2.3,10.3,3.0,1984,BOS,0.5555555555555555,14.3,25.9,,,0.039,,
1,Allen Iverson,27,12,557,23.6,0.499,0.359,2.5,8.7,5.7,36.0,2.9,0.2,,1.0,0.6,1.6,0.14,,5.8,0.1,5.8,1.1,2003,PHI,0.5500000000000002,11.0,36.7,,,0.16699999999999998,,
2,Julius Erving,26,19,758,22.9,0.5770000000000001,0.344,5.6,10.7,8.2,18.4,2.4,1.6,,2.6,0.8,3.4,0.215,,6.6,0.7,7.4,1.8,1977,PHI,0.5454545454545455,,,,,,,
2,Baron Davis,27,11,445,26.8,0.622,0.387,2.7,10.1,6.3,30.3,3.6,1.2,,2.0,0.3,2.3,0.247,,5.8,2.8,8.6,1.2,2007,GSW,0.5454545454545454,12.5,25.4,,,0.35100000000000003,,
1,Vince Carter,24,12,539,23.0,0.523,0.264,8.1,9.7,8.9,20.5,2.0,2.8,,1.5,0.5,2.0,0.17800000000000002,,6.8,0.2,7.0,1.2,2001,TOR,0.5454545454545454,8.0,29.6,,,0.218,,
1,Patrick Ewing,27,10,395,25.4,0.579,0.361,6.0,26.0,15.7,14.2,1.7,3.2,,1.0,0.3,1.3,0.155,,4.3,0.8,5.2,0.7,1990,NYK,0.5384615384615384,9.6,30.9,,,0.009000000000000001,,
1,Dirk Nowitzki,30,10,394,28.4,0.635,0.547,3.9,26.6,15.8,15.2,1.2,1.7,,1.7,0.2,2.0,0.23800000000000002,,6.2,0.6,6.9,0.9,2009,DAL,0.5294117647058824,9.8,28.2,,,0.124,,
2,Michael Jordan,27,17,689,32.0,0.6,0.39399999999999996,3.4,16.0,9.9,36.7,3.2,2.4,,3.2,1.5,4.8,0.33299999999999996,,10.5,4.1,14.6,2.9,1991,CHI,0.5272727272727272,8.9,32.7,,,0.069,,
2,Michael Jordan,29,19,783,30.1,0.5529999999999999,0.32,5.0,14.9,10.0,29.4,2.7,1.6,,3.3,1.1,4.4,0.27,,9.7,1.8,11.6,2.7,1993,CHI,0.5192307692307693,7.0,38.0,,,0.136,,
1,Hakeem Olajuwon,31,23,989,27.7,0.568,0.313,6.8,21.2,14.5,20.4,2.2,6.5,,2.3,2.0,4.3,0.20800000000000002,,4.2,4.3,8.5,2.6,1994,HOU,0.5098039215686275,12.4,31.4,,,0.008,,
1,Tim Duncan,26,24,1021,28.4,0.5770000000000001,0.563,10.7,28.3,19.8,25.5,0.8,5.8,,3.3,2.7,5.9,0.27899999999999997,,6.2,4.0,10.2,3.1,2003,SAS,0.5081967213114754,12.9,26.4,,,0.017,,
1,Ray Allen,29,11,436,23.5,0.599,0.293,3.5,9.7,6.6,19.5,1.7,0.7,,1.5,0.1,1.6,0.17800000000000002,,7.5,-0.4,7.1,1.0,2005,SEA,0.5000000000000001,12.3,29.3,,,0.381,,
1,Paul George,23,19,781,20.5,0.578,0.406,2.1,20.0,11.2,17.8,2.9,0.8,,1.3,1.5,2.7,0.16899999999999998,,3.3,2.5,5.9,1.6,2014,IND,0.5,11.7,26.3,,,0.41,,
3,Johnny Moore,24,11,414,25.6,0.581,0.17800000000000002,2.0,9.0,5.7,49.7,3.0,0.4,,1.8,0.4,2.2,0.256,,7.4,2.0,9.4,1.2,1983,SAS,0.5,11.6,22.1,,,0.086,,
1,David Robinson,27,10,421,21.6,0.529,0.647,8.2,25.4,17.1,15.3,1.2,5.7,,0.7,0.8,1.5,0.172,,3.3,2.8,6.1,0.9,1993,SAS,0.5,10.3,25.6,,,0.006,,
2,Shaquille O'Neal,30,12,481,30.6,0.57,0.584,14.3,28.5,21.1,17.6,0.8,5.1,,1.8,0.6,2.4,0.24,,7.8,0.6,8.4,1.3,2003,LAL,0.5,11.0,29.6,,,0.0,,
1,Chris Paul,22,12,486,30.7,0.565,0.35700000000000004,3.7,9.8,6.8,50.1,3.2,0.4,,2.4,0.5,2.9,0.289,,8.2,3.1,11.3,1.6,2008,NOH,0.5,7.9,27.8,,,0.095,,
1,Dwyane Wade,24,23,959,26.9,0.593,0.5670000000000001,3.6,12.7,8.4,27.9,2.8,2.3,,2.8,2.0,4.8,0.24,,6.5,2.8,9.3,2.7,2006,MIA,0.49090909090909085,14.0,31.7,,,0.084,,
1,Kevin Durant,24,11,485,26.0,0.574,0.455,1.6,21.1,11.5,29.2,1.5,2.1,,1.5,0.7,2.1,0.21,,7.6,1.7,9.3,1.4,2013,OKC,0.48275862068965514,12.7,31.9,,,0.285,,
2,Charles Barkley,22,12,497,23.8,0.631,0.728,14.2,29.0,21.8,21.0,2.7,1.8,,0.9,1.0,2.0,0.18899999999999997,,4.7,2.5,7.2,1.2,1986,PHI,0.48,21.5,25.0,,,0.083,,
1,Elton Brand,26,12,517,26.4,0.59,0.33799999999999997,12.5,14.9,13.8,16.2,1.1,4.6,,1.8,0.7,2.4,0.22699999999999998,,5.8,1.5,7.2,1.2,2006,LAC,0.48,10.1,25.1,,,0.004,,
3,Kawhi Leonard,25,12,429,31.5,0.672,0.505,4.9,20.8,12.5,22.3,2.4,1.4,,2.3,0.5,2.8,0.314,,10.5,3.7,14.2,1.7,2017,SAS,0.4722222222222222,9.5,28.2,,,0.272,,
2,Deron Williams,25,10,398,23.5,0.614,0.745,1.2,6.9,4.0,41.0,1.3,0.8,,1.7,-0.1,1.6,0.192,,6.4,-0.7,5.7,0.8,2010,UTA,0.4705882352941177,13.2,25.6,,,0.342,,
2,Manu GinÃ³bili,32,10,352,21.4,0.5720000000000001,0.479,1.3,10.7,6.0,28.7,3.9,0.5,,0.6,0.5,1.1,0.149,,4.3,2.8,7.1,0.8,2010,SAS,0.4705882352941177,15.0,26.4,,,0.429,,
1,LeBron James,28,23,960,28.1,0.585,0.405,4.8,19.7,12.4,30.5,2.3,1.6,,3.7,1.5,5.2,0.26,,8.4,2.0,10.4,3.0,2013,MIA,0.46875000000000006,12.1,29.2,,,0.222,,
1,Ben Wallace,28,17,722,20.0,0.49200000000000005,0.927,13.7,32.1,22.7,7.1,3.2,5.5,,1.0,2.0,3.1,0.204,,1.9,3.8,5.7,1.4,2003,DET,0.46666666666666673,8.9,11.3,,,0.009000000000000001,,
2,Josh Smith,24,11,392,20.2,0.522,0.341,10.4,20.4,15.0,13.5,1.9,4.4,,0.6,0.4,1.0,0.124,,3.8,0.9,4.7,0.7,2010,ATL,0.46666666666666673,10.3,20.0,,,0.047,,
1,Allen Iverson,25,22,1016,22.5,0.48,0.315,1.6,10.2,5.8,29.1,2.8,0.5,,1.9,0.9,2.7,0.13,,5.5,0.6,6.1,2.1,2001,PHI,0.4666666666666666,7.7,36.8,,,0.215,,
2,Al Horford,30,18,610,20.1,0.6679999999999999,0.153,5.8,17.3,11.3,25.9,1.3,2.0,,1.7,0.4,2.1,0.165,,4.4,1.5,5.9,1.2,2017,BOS,0.4615384615384615,14.0,17.5,,,0.27399999999999997,,
1,LeBron James,32,18,744,30.1,0.649,0.42200000000000004,3.1,21.6,12.8,33.8,2.3,2.6,,3.2,1.1,4.3,0.275,,7.7,2.1,9.8,2.2,2017,CLE,0.4583333333333333,13.7,31.6,,,0.27899999999999997,,
2,George Gervin,26,14,513,25.4,0.5870000000000001,0.353,6.3,9.6,7.9,11.3,2.4,1.4,,1.9,0.4,2.3,0.21600000000000003,,6.3,0.4,6.7,1.1,1979,SAS,0.4583333333333333,10.5,28.8,,,,,
1,Karl Malone,30,16,703,24.6,0.531,0.473,8.4,24.3,16.2,15.7,1.8,1.4,,2.0,1.1,3.1,0.209,,5.6,0.9,6.5,1.5,1994,UTA,0.4545454545454546,7.7,29.5,,,0.012,,
1,Michael Jordan,31,10,420,24.8,0.557,0.319,6.0,12.7,9.5,22.5,3.0,2.8,,0.7,0.6,1.3,0.15,,5.8,2.2,8.0,1.0,1995,CHI,0.4545454545454546,12.7,35.7,,,0.121,,
1,John Wall,26,13,507,23.0,0.5479999999999999,0.331,1.6,9.4,5.5,45.7,2.2,2.7,,0.9,0.5,1.4,0.136,,6.2,-0.4,5.7,1.0,2017,WAS,0.4545454545454546,14.6,32.1,,,0.217,,
2,James Harden,25,17,636,24.8,0.62,0.605,2.0,13.7,7.9,35.0,2.1,0.9,,2.3,0.3,2.7,0.20199999999999999,,6.1,1.5,7.6,1.5,2015,HOU,0.45454545454545453,17.1,29.5,,,0.364,,
1,Kobe Bryant,33,12,476,24.4,0.525,0.316,3.5,9.6,6.5,24.0,1.8,0.3,,1.4,0.0,1.4,0.14300000000000002,,5.7,-0.3,5.4,0.9,2012,LAL,0.4499999999999999,9.0,35.8,,,0.19899999999999998,,
1,Clyde Drexler,28,16,633,21.7,0.556,0.364,7.2,17.2,12.1,33.6,2.8,1.7,,1.1,1.0,2.1,0.159,,5.7,3.1,8.8,1.7,1991,POR,0.4473684210526316,16.3,25.3,,,0.20800000000000002,,
1,Kevin Garnett,27,18,783,25.0,0.513,0.336,6.0,31.3,19.3,24.1,1.6,3.9,,1.4,1.3,2.7,0.163,,3.6,2.9,6.5,1.7,2004,MIN,0.4473684210526316,14.9,30.3,,,0.043,,
1,LeBron James,30,20,844,25.3,0.48700000000000004,0.307,4.9,24.3,14.7,45.2,2.1,2.1,,1.6,1.5,3.0,0.17300000000000001,,5.9,2.0,7.9,2.1,2015,CLE,0.44680851063829785,11.7,37.6,,,0.20199999999999999,,
1,Jason Kidd,28,20,803,21.7,0.49200000000000005,0.28,5.7,17.6,11.4,40.8,2.2,0.8,,1.3,1.0,2.3,0.139,,4.6,1.4,6.0,1.6,2002,NJN,0.4444444444444445,14.4,25.8,,,0.254,,
1,Dirk Nowitzki,27,23,983,26.8,0.596,0.547,5.6,28.0,16.5,12.6,1.4,1.2,,3.8,1.6,5.4,0.263,,7.8,1.5,9.2,2.8,2006,DAL,0.4444444444444443,8.6,26.9,,,0.16,,
1,LeBron James,31,21,822,30.0,0.585,0.297,6.1,22.4,14.4,36.6,3.2,3.2,,3.2,1.5,4.7,0.27399999999999997,,7.4,3.6,11.0,2.7,2016,CLE,0.4426229508196721,13.7,30.7,,,0.225,,
1,Magic Johnson,26,14,541,25.6,0.599,0.522,4.9,16.5,11.1,49.7,2.4,0.1,,2.2,0.8,3.0,0.267,,7.3,2.0,9.3,1.5,1986,LAL,0.4411764705882353,15.1,22.8,,,0.054000000000000006,,
1,Hakeem Olajuwon,34,16,629,27.6,0.628,0.418,9.0,23.1,16.3,17.3,2.8,4.8,,2.0,1.0,3.0,0.22899999999999998,,4.9,4.3,9.2,1.8,1997,HOU,0.4390243902439025,13.5,25.0,,,0.012,,
1,Kyle Lowry,31,10,361,19.9,0.659,0.271,0.7,14.2,7.3,37.0,2.1,0.0,,1.1,0.0,1.1,0.15,,4.6,1.1,5.8,0.7,2018,TOR,0.43750000000000006,19.0,20.5,,,0.534,,
1,Magic Johnson,23,15,643,20.6,0.555,0.39299999999999996,8.9,12.9,11.0,38.6,2.5,1.0,,1.5,0.6,2.1,0.156,,5.6,1.3,6.9,1.4,1983,LAL,0.4375,20.9,19.4,,,0.053,,
2,Steve Smith,26,10,421,19.8,0.56,0.304,4.3,7.8,6.0,14.8,1.7,2.4,,1.2,0.0,1.2,0.13699999999999998,,4.1,0.1,4.2,0.7,1996,ATL,0.43749999999999994,7.6,24.1,,,0.35700000000000004,,
1,Mookie Blaylock,28,10,426,18.1,0.55,0.166,3.6,8.9,6.2,27.3,2.9,1.5,,0.7,0.1,0.8,0.094,,4.0,0.6,4.6,0.7,1996,ATL,0.43749999999999994,15.7,20.9,,,0.579,,
1,LeBron James,27,23,983,30.3,0.5760000000000001,0.466,6.8,20.5,13.8,28.1,2.4,1.3,,4.2,1.6,5.8,0.284,,8.1,2.5,10.5,3.1,2012,MIA,0.4366197183098592,11.8,33.4,,,0.16899999999999998,,
1,Jimmy Butler,25,12,506,20.8,0.562,0.33799999999999997,4.0,10.4,7.3,14.1,3.0,1.4,,1.3,0.8,2.1,0.203,,4.0,1.9,5.8,1.0,2015,CHI,0.4347826086956522,7.9,23.9,,,0.33799999999999997,,
1,Kawhi Leonard,27,24,939,27.9,0.619,0.435,6.4,19.3,12.8,19.3,2.1,1.8,,3.2,1.7,4.9,0.249,,7.6,2.4,10.1,2.9,2019,TOR,0.4328358208955223,11.1,32.0,,,0.292,,
1,Magic Johnson,28,24,965,22.9,0.6,0.47100000000000003,4.1,11.5,8.0,46.5,1.8,0.2,,3.2,0.8,4.0,0.198,,6.3,0.6,6.9,2.2,1988,LAL,0.4313725490196078,17.3,22.1,,,0.043,,
1,Reggie Lewis,26,10,408,23.8,0.57,0.289,3.2,10.3,6.5,15.4,3.1,1.4,,1.1,0.4,1.5,0.177,,4.1,2.6,6.8,0.9,1992,BOS,0.42857142857142855,6.1,28.4,,,0.027999999999999997,,
1,Karl Malone,28,16,688,25.0,0.618,0.7390000000000001,8.0,24.5,16.5,11.1,1.7,1.9,,2.3,0.9,3.2,0.22,,5.5,0.9,6.5,1.5,1992,UTA,0.42857142857142855,10.9,28.0,,,0.006999999999999999,,
1,Clyde Drexler,27,21,853,19.0,0.505,0.318,7.8,11.9,9.8,29.2,3.0,1.3,,1.0,1.2,2.2,0.12300000000000001,,4.2,2.2,6.3,1.8,1990,POR,0.4285714285714285,13.1,24.5,,,0.105,,
1,Shaquille O'Neal,27,23,1000,30.5,0.556,0.586,13.3,27.8,20.4,14.5,0.7,4.3,,3.6,1.1,4.7,0.22399999999999998,,8.0,0.2,8.1,2.6,2000,LAL,0.4262295081967213,8.1,31.3,,,0.0,,
1,Larry Bird,29,18,770,23.9,0.615,0.32899999999999996,5.3,18.0,12.1,28.1,2.3,0.8,,2.7,1.5,4.2,0.263,,7.2,2.6,9.9,2.3,1986,BOS,0.4259259259259259,11.0,23.3,,,0.16899999999999998,,
2,Charles Barkley,29,24,1026,24.9,0.552,0.452,10.9,25.4,18.4,17.5,2.0,1.5,,3.3,1.3,4.6,0.215,,6.2,0.7,6.9,2.3,1993,PHO,0.4259259259259259,8.0,27.3,,,0.09300000000000001,,
1,Magic Johnson,31,19,823,22.7,0.598,0.664,3.5,19.1,11.4,45.1,1.5,0.0,,2.4,0.9,3.3,0.193,,6.2,1.4,7.6,2.0,1991,LAL,0.4255319148936169,18.2,23.3,,,0.265,,
1,Larry Bird,31,17,763,20.2,0.5379999999999999,0.33399999999999996,4.7,19.0,11.9,26.1,2.5,1.1,,1.2,1.2,2.4,0.151,,5.2,1.5,6.7,1.7,1988,BOS,0.42500000000000004,11.2,25.9,,,0.095,,
1,Michael Jordan,28,22,920,27.2,0.5710000000000001,0.325,4.9,13.2,9.1,28.3,2.6,1.2,,2.4,1.7,4.1,0.21600000000000003,,8.3,1.6,9.9,2.8,1992,CHI,0.42424242424242425,10.9,37.1,,,0.076,,
1,Isiah Thomas,25,15,562,22.6,0.523,0.37,4.2,9.1,6.7,35.0,3.5,0.4,,1.1,1.0,2.1,0.17800000000000002,,5.3,2.5,7.8,1.4,1987,DET,0.4242424242424242,10.8,29.2,,,0.111,,
3,Dwyane Wade,29,21,828,26.3,0.57,0.48,6.5,15.3,11.0,24.5,2.3,2.8,,2.4,1.3,3.7,0.21600000000000003,,6.5,1.9,8.4,2.2,2011,MIA,0.423076923076923,12.4,30.4,,,0.139,,
4,David Robinson,30,10,353,29.1,0.569,0.652,13.0,21.3,17.3,14.0,2.3,5.0,,1.1,0.4,1.6,0.214,,4.6,2.1,6.7,0.8,1996,SAS,0.4210526315789474,10.4,31.6,,,0.0,,
3,John Starks,32,10,314,20.5,0.605,0.192,1.6,14.7,8.0,15.4,2.8,0.3,,0.9,0.4,1.4,0.20800000000000002,,4.5,3.4,7.8,0.8,1998,NYK,0.4210526315789474,7.5,22.5,,,0.47200000000000003,,
1,Damian Lillard,23,11,466,19.3,0.578,0.349,2.8,10.1,6.5,25.8,1.2,0.2,,1.2,0.1,1.3,0.13,,5.2,-0.3,4.9,0.8,2014,POR,0.4210526315789474,12.1,23.4,,,0.37,,
2,Dirk Nowitzki,22,10,399,22.3,0.573,0.5770000000000001,3.7,19.5,11.3,7.0,1.5,1.5,,1.4,0.3,1.7,0.20600000000000002,,5.3,1.0,6.3,0.8,2001,DAL,0.4210526315789473,6.4,25.3,,,0.282,,
1,Kevin Durant,23,20,837,27.5,0.632,0.402,1.9,19.0,10.6,16.4,1.8,2.4,,3.5,0.6,4.0,0.231,,7.3,0.8,8.1,2.2,2012,OKC,0.4150943396226415,12.3,28.8,,,0.287,,
4,Kareem Abdul-Jabbar,32,15,618,27.9,0.611,0.303,9.0,22.2,15.7,12.3,1.3,5.3,,2.2,1.0,3.3,0.253,,7.4,1.5,8.9,1.7,1980,LAL,0.41463414634146334,12.3,28.5,,,0.0,,
1,Magic Johnson,20,16,658,22.1,0.596,0.5329999999999999,8.6,18.6,13.7,29.8,3.5,0.5,,1.7,1.1,2.8,0.203,,5.6,2.4,8.0,1.7,1980,LAL,0.41463414634146334,20.9,18.6,,,0.04,,
1,Tim Duncan,24,13,526,25.4,0.531,0.484,11.5,26.3,19.2,19.9,1.4,4.5,,0.8,1.1,1.9,0.17300000000000001,,4.0,2.9,6.9,1.2,2001,SAS,0.4137931034482759,14.4,31.2,,,0.004,,
1,Kobe Bryant,30,23,940,26.8,0.564,0.37200000000000005,2.4,12.8,7.6,26.0,2.1,1.9,,3.3,1.4,4.7,0.23800000000000002,,7.4,1.7,9.1,2.6,2009,LAL,0.4126984126984128,8.7,32.9,,,0.2,,
1,Kobe Bryant,31,23,923,24.7,0.5670000000000001,0.358,3.3,14.0,8.7,26.0,1.8,1.4,,2.7,0.9,3.6,0.19,,6.1,0.9,7.0,2.1,2010,LAL,0.4117647058823529,11.8,33.2,,,0.256,,
2,Damian Lillard,25,11,437,19.8,0.527,0.322,2.7,8.4,5.5,28.1,1.6,0.5,,0.9,0.1,1.1,0.11800000000000001,,5.7,-1.2,4.5,0.7,2016,POR,0.4117647058823529,10.7,30.2,,,0.442,,
1,Nick Van Exel,23,10,464,16.5,0.532,0.364,2.2,7.5,4.8,30.3,2.5,0.5,,0.7,0.6,1.3,0.135,,2.9,0.8,3.7,0.7,1995,LAL,0.4117647058823529,10.5,21.2,,,0.40700000000000003,,
1,Larry Bird,30,23,1015,21.8,0.5770000000000001,0.425,5.0,21.6,13.6,24.5,1.3,1.1,,2.4,0.9,3.2,0.152,,5.7,0.6,6.3,2.1,1987,BOS,0.41176470588235287,11.6,25.9,,,0.09,,
1,Michael Jordan,33,19,804,27.1,0.524,0.297,5.9,16.4,10.9,25.7,2.1,1.9,,2.5,1.5,3.9,0.235,,8.1,1.7,9.9,2.4,1997,CHI,0.4067796610169491,8.0,35.5,,,0.135,,
1,Bob Dandridge,31,19,787,19.1,0.527,0.299,5.5,12.4,8.9,21.4,0.9,1.0,,1.8,0.6,2.5,0.15,,4.2,0.4,4.6,1.3,1979,WSB,0.40625,12.4,23.8,,,,,
2,Gus Williams,26,15,564,21.7,0.552,0.303,5.7,5.9,5.8,25.9,3.0,0.7,,1.4,0.6,2.0,0.17300000000000001,,5.9,1.0,6.9,1.3,1980,SEA,0.40624999999999994,12.7,26.9,,,0.018000000000000002,,
1,LeBron James,26,21,922,23.7,0.563,0.418,4.6,18.2,11.6,27.6,2.1,2.2,,2.4,1.4,3.8,0.198,,5.2,1.9,7.1,2.1,2011,MIA,0.4038461538461538,13.0,26.9,,,0.228,,
1,Gordon Hayward,26,11,411,20.7,0.598,0.40399999999999997,2.0,17.6,9.8,16.7,1.3,0.6,,0.8,0.4,1.2,0.142,,5.2,0.4,5.6,0.8,2017,UTA,0.4,9.8,28.5,,,0.36200000000000004,,
1,Luol Deng,21,10,410,21.7,0.575,0.33899999999999997,8.6,16.1,12.4,12.7,1.3,1.4,,1.1,0.5,1.6,0.188,,3.6,1.8,5.4,0.8,2007,CHI,0.4,10.6,24.4,,,0.006,,
1,Alex English,31,14,536,23.5,0.601,0.359,6.7,12.1,9.2,17.4,1.4,0.5,,1.9,0.5,2.4,0.212,,5.8,-0.7,5.1,1.0,1985,DEN,0.4,7.9,26.8,,,0.003,,
1,Gary Payton,29,10,428,23.0,0.585,0.273,2.6,6.9,4.8,30.4,2.4,0.2,,1.7,-0.1,1.5,0.17,,5.8,-0.4,5.4,0.8,1998,SEA,0.4,11.3,25.6,,,0.273,,
2,Josh Smith,23,11,410,17.7,0.494,0.447,6.8,19.6,12.7,12.6,1.7,3.9,,0.2,0.4,0.6,0.073,,1.1,1.1,2.2,0.4,2009,ATL,0.4,9.9,25.7,,,0.094,,
3,Mike Bibby,30,11,390,15.2,0.627,0.20800000000000002,1.8,11.0,6.0,23.5,1.5,0.5,,0.7,0.2,0.8,0.10300000000000001,,2.0,0.4,2.3,0.4,2009,ATL,0.4,17.2,17.9,,,0.45299999999999996,,
3,Al Horford,23,11,388,20.1,0.568,0.242,7.9,23.6,15.2,9.7,1.2,4.4,,0.8,0.4,1.2,0.14400000000000002,,2.8,1.0,3.7,0.6,2010,ATL,0.4,9.6,19.2,,,0.008,,
