Rk,Unnamed: 1,Age,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19,OBPM,DBPM,BPM,VORP,Year,Team,Percent_VORP,TOV%,USG%,Unnamed: 16,Unnamed: 21,3PAr,Unnamed: 17,Unnamed: 22
12,Sasha PavloviÄ‡,28,10,40,1.0,0.389,0.0,6.2,8.6,7.4,4.0,1.4,2.0,,-0.1,0.0,-0.1,-0.1,,-6.6,-0.4,-7.0,-0.1,2012,BOS,-0.02272727272727272,30.8,15.9,,,0.556,,
8,Terrell Brandon,21,12,157,8.7,0.414,0.073,3.2,12.7,8.2,29.1,1.0,0.4,,-0.2,0.2,0.0,-0.012,,-3.4,-1.1,-4.4,-0.1,1992,CLE,-0.022727272727272728,16.2,19.6,,,0.055,,
10,Adrian Griffin,28,15,131,10.6,0.442,0.049,14.1,22.8,18.4,9.1,1.6,0.0,,0.0,0.1,0.1,0.025,,-3.7,-0.7,-4.4,-0.1,2003,DAL,-0.02325581395348837,17.7,17.5,,,0.073,,
8,Daniel Gibson,22,14,172,5.5,0.524,0.275,0.8,4.4,2.6,5.4,0.3,1.5,,0.0,0.2,0.2,0.054000000000000006,,-2.9,-0.6,-3.4,-0.1,2009,CLE,-0.023255813953488375,13.5,14.6,,,0.7,,
6,Norris Cole,25,20,404,7.2,0.544,0.192,0.3,6.7,3.6,13.5,1.1,0.2,,0.1,0.1,0.2,0.019,,-2.2,-1.1,-3.2,-0.1,2014,MIA,-0.023255813953488375,18.3,13.1,,,0.513,,
10,Udonis Haslem,33,16,169,9.8,0.483,0.27,9.8,22.1,16.2,3.7,0.3,1.7,,0.2,0.1,0.3,0.084,,-2.4,-1.4,-3.8,-0.1,2014,MIA,-0.023255813953488375,2.4,12.8,,,0.0,,
10,Mark Bryant,24,13,160,5.9,0.575,0.242,5.9,14.4,10.0,2.7,0.9,0.8,,-0.1,0.2,0.1,0.026000000000000002,,-4.5,0.3,-4.2,-0.1,1990,POR,-0.023809523809523805,24.7,12.4,,,0.0,,
8,DraÅ¾en PetroviÄ‡,25,20,253,9.5,0.489,0.33,4.2,10.0,7.0,12.9,1.1,0.0,,-0.1,0.2,0.1,0.012,,-1.9,-1.4,-3.3,-0.1,1990,POR,-0.023809523809523805,13.8,23.4,,,0.147,,
7,Henry Bibby,30,18,400,9.2,0.462,0.40299999999999997,4.3,7.6,6.0,18.2,0.8,0.0,,0.0,0.3,0.3,0.034,,-0.8,-2.4,-3.2,-0.1,1980,PHI,-0.023809523809523808,15.6,18.3,,,0.105,,
8,Spencer Haywood,30,11,145,8.2,0.525,0.302,10.5,8.8,9.6,3.7,0.0,2.3,,-0.1,0.1,0.0,-0.013999999999999999,,-3.0,-3.0,-6.0,-0.1,1980,LAL,-0.024390243902439022,25.0,21.8,,,0.019,,
7,Jim Petersen,23,20,378,10.6,0.45299999999999996,0.306,13.4,18.1,15.7,6.9,1.2,1.4,,0.1,0.6,0.7,0.08900000000000001,,-2.3,-0.6,-2.9,-0.1,1986,HOU,-0.025,11.6,14.8,,,0.0,,
7,Mark Acres,25,17,158,6.2,0.545,0.6920000000000001,10.9,16.7,13.8,1.8,0.3,0.4,,0.1,0.2,0.2,0.068,,-4.1,-1.0,-5.1,-0.1,1988,BOS,-0.025000000000000005,15.0,11.4,,,0.0,,
11,Dirk Minniefield,27,11,50,2.5,0.5379999999999999,0.14300000000000002,2.5,2.4,2.4,33.5,2.1,0.0,,-0.2,0.0,-0.1,-0.111,,-6.4,-1.5,-7.9,-0.1,1988,BOS,-0.025000000000000005,40.2,22.5,,,0.28600000000000003,,
7,Leandro Barbosa,27,16,250,10.5,0.506,0.233,1.0,9.0,5.1,12.9,1.1,0.6,,0.0,0.1,0.1,0.013999999999999999,,-2.5,-1.4,-3.9,-0.1,2010,PHO,-0.025641025641025644,11.7,23.6,,,0.34,,
10,Jarron Collins,31,11,115,1.3,0.37799999999999995,0.133,9.6,8.2,8.9,0.0,0.5,0.7,,0.0,0.0,0.0,-0.012,,-5.4,-0.7,-6.2,-0.1,2010,PHO,-0.025641025641025644,15.9,7.5,,,0.0,,
10,Johan Petro,23,10,26,5.5,0.359,0.889,9.1,18.7,13.8,5.5,0.0,3.3,,0.0,0.0,0.0,-0.046,,-8.6,-3.5,-12.1,-0.1,2009,DEN,-0.025641025641025644,7.4,23.7,,,0.0,,
7,Kurt Thomas,35,17,268,9.2,0.47200000000000003,0.1,11.2,24.9,18.1,3.7,0.4,1.6,,-0.1,0.4,0.3,0.057,,-4.4,1.0,-3.4,-0.1,2008,SAS,-0.025641025641025647,15.1,15.4,,,0.0,,
9,Ã–mer AÅŸÄ±k,24,15,148,4.3,0.431,0.769,7.9,17.3,12.5,1.0,0.7,4.2,,-0.1,0.2,0.1,0.034,,-6.7,0.9,-5.8,-0.1,2011,CHI,-0.025641025641025647,28.7,7.6,,,0.0,,
11,Gary Trent,29,13,71,4.6,0.368,0.32,10.2,9.2,9.7,4.8,0.0,0.0,,-0.1,0.0,-0.1,-0.057999999999999996,,-5.6,-2.9,-8.5,-0.1,2004,MIN,-0.026315789473684213,9.5,21.0,,,0.08,,
10,Rodney Hood,25,17,260,8.4,0.46799999999999997,0.13,3.1,11.2,7.1,11.3,1.0,1.4,,-0.2,0.1,0.0,-0.006999999999999999,,-3.2,-0.6,-3.8,-0.1,2018,CLE,-0.026315789473684213,11.8,19.6,,,0.261,,
11,JosÃ© CalderÃ³n,36,13,104,6.0,0.446,0.077,2.2,10.5,6.3,12.8,2.5,0.0,,-0.1,0.1,0.0,0.005,,-4.8,0.3,-4.4,-0.1,2018,CLE,-0.026315789473684213,15.7,14.2,,,0.6920000000000001,,
9,Walter Davis,36,13,111,8.8,0.425,0.125,7.2,8.8,8.0,8.5,1.8,0.0,,-0.1,0.1,0.0,-0.019,,-2.5,-1.4,-3.9,-0.1,1991,POR,-0.026315789473684213,12.1,22.3,,,0.021,,
8,Derrick McKey,31,15,284,6.5,0.423,0.33299999999999996,3.8,14.1,9.1,6.7,1.8,2.2,,-0.2,0.4,0.1,0.025,,-4.2,0.9,-3.3,-0.1,1998,IND,-0.026315789473684213,12.2,15.8,,,0.145,,
9,Terry Cummings,33,15,135,12.2,0.474,0.625,10.4,15.6,13.1,5.0,2.0,0.6,,0.0,0.3,0.3,0.102,,-4.4,0.4,-4.0,-0.1,1995,SAS,-0.02702702702702703,10.3,22.9,,,0.021,,
6,Stacey King,23,16,281,10.9,0.49200000000000005,0.516,7.1,14.9,10.9,4.8,1.1,2.1,,0.0,0.4,0.4,0.061,,-2.5,-1.2,-3.7,-0.1,1990,CHI,-0.02702702702702703,13.2,20.2,,,0.011000000000000001,,
5,John Paxson,29,15,395,7.9,0.494,0.161,0.6,6.2,3.3,19.5,1.2,0.0,,0.2,0.3,0.5,0.065,,-2.6,-0.6,-3.2,-0.1,1990,CHI,-0.02702702702702703,13.9,12.1,,,0.10300000000000001,,
10,Wally Walker,24,13,85,2.2,0.39399999999999996,0.25,9.0,13.1,11.0,3.0,0.0,0.0,,0.0,0.1,0.0,0.01,,-5.5,-1.9,-7.3,-0.1,1979,SEA,-0.02702702702702703,18.4,10.3,,,,,
6,Paul Silas,35,17,418,6.8,0.49200000000000005,0.852,10.4,15.4,12.9,5.6,1.0,0.6,,-0.2,0.5,0.3,0.034,,-2.1,-0.6,-2.7,-0.1,1979,SEA,-0.02702702702702703,31.4,10.4,,,,,
8,Ronald Murray,27,12,136,6.2,0.419,0.355,1.7,6.2,3.9,17.4,1.6,0.6,,-0.1,0.1,0.0,0.002,,-3.7,-0.3,-4.1,-0.1,2007,DET,-0.027027027027027032,18.2,15.5,,,0.065,,
10,Lindsey Hunter,36,13,133,2.4,0.34600000000000003,0.161,1.8,7.2,4.5,19.4,2.5,0.6,,-0.3,0.2,-0.1,-0.04,,-6.5,0.4,-6.1,-0.1,2007,DET,-0.027027027027027032,23.1,15.7,,,0.581,,
7,Tyler Hansbrough,27,19,241,11.4,0.479,0.71,18.3,11.7,14.9,3.7,1.4,0.0,,0.2,0.2,0.4,0.073,,-2.9,-1.2,-4.1,-0.1,2013,IND,-0.027027027027027032,15.6,18.7,,,0.0,,
8,Ian Mahinmi,26,18,150,7.6,0.434,0.345,16.4,16.5,16.4,1.1,0.0,7.1,,-0.2,0.2,0.0,0.005,,-5.2,1.5,-3.7,-0.1,2013,IND,-0.027027027027027032,26.4,14.1,,,0.0,,
9,Sam Cassell,38,21,264,6.2,0.397,0.153,1.0,6.1,3.6,16.9,1.7,0.3,,-0.4,0.3,-0.1,-0.022000000000000002,,-4.6,-0.1,-4.7,-0.2,2008,BOS,-0.027397260273972605,9.2,23.8,,,0.252,,
10,Nazr Mohammed,33,14,148,5.6,0.41700000000000004,0.294,7.2,17.4,12.4,0.0,1.4,3.1,,-0.1,0.2,0.0,0.006,,-5.7,-0.1,-5.8,-0.1,2011,OKC,-0.02777777777777778,13.5,13.6,,,0.0,,
10,Anthony Johnson,27,19,161,8.8,0.43200000000000005,0.20800000000000002,1.3,8.6,4.9,21.2,1.9,0.0,,0.0,0.1,0.1,0.027999999999999997,,-4.5,0.8,-3.7,-0.1,2002,NJN,-0.02777777777777778,12.2,18.2,,,0.18899999999999997,,
7,Gordan GiriÄek,29,17,307,7.0,0.53,0.17600000000000002,1.5,9.2,5.4,8.8,0.5,0.6,,0.0,0.1,0.1,0.009000000000000001,,-2.3,-1.0,-3.3,-0.1,2007,UTA,-0.027777777777777783,18.3,17.5,,,0.28600000000000003,,
7,Kareem Abdul-Jabbar,41,15,351,11.9,0.503,0.293,4.6,14.1,9.7,8.5,0.7,1.9,,0.0,0.3,0.3,0.038,,-2.6,-0.6,-3.2,-0.1,1989,LAL,-0.02857142857142857,11.7,23.3,,,0.0,,
9,Sam Mitchell,30,15,99,4.2,0.37799999999999995,0.154,6.4,14.1,10.4,8.4,1.1,1.6,,-0.1,0.2,0.1,0.033,,-6.5,-0.2,-6.7,-0.1,1994,IND,-0.028571428571428574,12.6,14.7,,,0.038,,
8,PÃ©tur GuÃ°mundsson,27,12,111,10.3,0.625,0.556,9.2,18.4,14.0,3.2,1.3,2.1,,0.0,0.2,0.2,0.083,,-4.4,0.6,-3.8,-0.1,1986,LAL,-0.029411764705882356,22.9,16.3,,,0.07400000000000001,,
8,Glen Davis,29,14,144,7.1,0.489,0.237,6.7,13.0,9.9,3.0,1.7,3.0,,-0.1,0.1,0.1,0.018000000000000002,,-5.3,0.3,-5.0,-0.1,2015,LAC,-0.029411764705882356,17.7,15.4,,,0.026000000000000002,,
9,Keyon Dooling,32,14,114,4.4,0.507,0.25,0.0,5.5,2.6,5.6,0.5,0.0,,0.0,0.0,0.1,0.032,,-4.9,-0.7,-5.5,-0.1,2013,MEM,-0.02941176470588236,10.1,12.1,,,0.542,,
8,Nick Van Exel,34,12,133,5.7,0.36200000000000004,0.281,1.0,10.0,5.8,18.5,1.2,1.1,,-0.1,0.0,-0.1,-0.034,,-4.1,-0.4,-4.6,-0.1,2006,SAS,-0.030303030303030304,12.2,15.0,,,0.313,,
8,Wally Walker,23,20,261,9.3,0.48200000000000004,0.306,7.7,7.1,7.4,6.7,1.5,0.8,,0.1,0.2,0.3,0.06,,-3.0,-0.4,-3.4,-0.1,1978,SEA,-0.030303030303030307,15.7,17.7,,,,,
8,World B. Free,23,15,281,15.2,0.439,0.45299999999999996,3.7,7.9,5.8,15.8,1.9,1.5,,-0.3,0.2,-0.1,-0.01,,-1.6,-1.7,-3.3,-0.1,1977,PHI,-0.030303030303030307,,,,,,,
6,John Paxson,28,16,302,9.5,0.547,0.205,0.8,2.9,1.9,17.8,2.1,0.0,,0.2,0.3,0.4,0.07,,-2.6,-0.5,-3.1,-0.1,1989,CHI,-0.030303030303030307,15.0,15.1,,,0.244,,
7,Dave Corzine,32,16,219,8.3,0.455,0.266,7.8,13.7,10.9,6.5,1.0,1.9,,-0.1,0.3,0.1,0.027000000000000003,,-3.3,-0.8,-4.1,-0.1,1989,CHI,-0.030303030303030307,13.3,17.1,,,0.0,,
4,George McGinnis,26,19,603,14.2,0.41600000000000004,0.418,10.7,22.7,16.8,16.1,1.7,0.5,,-0.6,0.8,0.2,0.015,,-1.7,-1.0,-2.6,-0.1,1977,PHI,-0.030303030303030307,,,,,,,
10,Mike Dunleavy,22,11,68,7.5,0.40399999999999997,0.2,1.5,4.4,3.0,17.7,2.0,0.0,,-0.1,0.0,-0.1,-0.051,,-5.7,-1.0,-6.7,-0.1,1977,PHI,-0.030303030303030307,,,,,,,
11,Stephen Howard,23,10,27,8.0,0.442,1.0,12.6,30.3,21.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.055,,-9.9,-3.0,-12.9,-0.1,1994,UTA,-0.030303030303030307,11.2,31.0,,,0.0,,
6,David Benoit,25,16,357,10.0,0.43200000000000005,0.205,7.3,14.4,10.8,4.8,1.1,2.3,,-0.2,0.3,0.1,0.013999999999999999,,-2.6,-0.6,-3.2,-0.1,1994,UTA,-0.030303030303030307,10.7,19.6,,,0.131,,
11,Guerschon Yabusele,22,12,48,1.2,0.179,0.556,7.0,19.6,13.1,8.6,2.1,0.0,,-0.1,0.1,0.0,-0.032,,-8.6,-0.4,-9.0,-0.1,2018,BOS,-0.03125,0.0,10.8,,,0.667,,
6,Corliss Williamson,30,22,327,8.7,0.445,0.38799999999999996,7.0,10.1,8.6,9.0,1.0,0.8,,-0.1,0.4,0.4,0.057,,-4.4,-0.2,-4.5,-0.2,2004,DET,-0.03125,14.5,24.0,,,0.008,,
3,Kenny Anderson,31,16,560,12.0,0.452,0.17800000000000002,2.6,7.3,5.0,25.3,2.0,0.0,,0.2,0.7,0.9,0.075,,-2.8,0.3,-2.5,-0.1,2002,BOS,-0.03125000000000001,11.6,20.1,,,0.0,,
8,Walter McCarty,27,14,194,8.9,0.524,0.237,4.7,14.8,9.8,3.5,1.1,0.0,,0.2,0.2,0.4,0.10400000000000001,,-2.6,-0.6,-3.2,-0.1,2002,BOS,-0.03125000000000001,8.7,11.1,,,0.474,,
8,Mark Landsberger,27,11,141,6.5,0.43700000000000006,0.14300000000000002,15.1,19.2,17.2,2.5,0.0,0.8,,0.0,0.1,0.1,0.035,,-3.1,-2.8,-5.9,-0.1,1983,LAL,-0.03125000000000001,16.8,10.3,,,0.036000000000000004,,
6,Andrew Bynum,21,23,400,11.8,0.493,0.33899999999999997,9.7,15.3,12.6,4.0,1.1,4.4,,0.1,0.6,0.8,0.092,,-3.6,-0.4,-4.1,-0.2,2009,LAL,-0.03174603174603175,11.5,18.9,,,0.0,,
10,Sasha VujaÄiÄ‡,24,23,250,4.2,0.368,0.066,3.3,11.6,7.5,7.1,2.1,1.3,,-0.5,0.4,-0.1,-0.021,,-4.9,-0.3,-5.2,-0.2,2009,LAL,-0.03174603174603175,9.6,19.0,,,0.56,,
8,Nick Young,32,20,205,3.1,0.46,0.151,0.6,5.6,3.2,2.5,0.2,0.0,,-0.1,0.2,0.1,0.021,,-4.2,-2.0,-6.3,-0.2,2018,GSW,-0.03225806451612903,3.4,12.8,,,0.887,,
2,Tony Parker,22,23,858,12.0,0.49,0.23800000000000002,1.8,7.2,4.6,22.3,1.1,0.2,,-0.2,0.7,0.6,0.032,,-1.5,-1.3,-2.7,-0.2,2005,SAS,-0.03278688524590164,14.9,26.0,,,0.131,,
11,Mo Williams,33,13,68,-3.3,0.34600000000000003,0.071,0.0,10.3,5.2,6.5,3.1,0.0,,-0.4,0.1,-0.3,-0.245,,-10.7,-2.8,-13.5,-0.2,2016,CLE,-0.03278688524590164,25.7,26.4,,,0.46399999999999997,,
9,Keon Clark,27,12,171,11.0,0.547,0.512,9.1,19.2,14.2,3.4,0.9,3.3,,0.1,0.1,0.2,0.05,,-3.9,0.3,-3.6,-0.1,2003,SAC,-0.03333333333333333,20.6,16.2,,,0.0,,
9,Mike Sanders,23,15,152,9.7,0.561,0.37,7.8,7.3,7.6,6.1,1.9,1.6,,0.0,0.1,0.1,0.046,,-3.5,0.0,-3.6,-0.1,1984,PHO,-0.03333333333333333,20.7,18.7,,,0.0,,
8,Paul Westphal,33,17,222,9.9,0.478,0.4,1.6,2.5,2.1,21.9,2.7,0.0,,-0.2,0.1,0.0,-0.006999999999999999,,-2.7,-1.1,-3.8,-0.1,1984,PHO,-0.03333333333333333,20.3,22.4,,,0.113,,
8,Michael Curry,34,15,274,4.7,0.435,0.159,1.3,5.8,3.5,11.0,1.4,0.6,,0.0,0.2,0.2,0.042,,-4.9,1.2,-3.7,-0.1,2003,DET,-0.03333333333333334,9.6,9.2,,,0.205,,
8,Pero AntiÄ‡,32,15,199,8.5,0.516,0.5,4.8,18.3,11.6,3.0,0.5,1.2,,0.2,0.2,0.4,0.092,,-3.9,-0.3,-4.2,-0.1,2015,ATL,-0.034482758620689655,7.6,15.1,,,0.64,,
8,Clemon Johnson,28,13,165,6.1,0.49700000000000005,0.636,11.7,12.8,12.2,1.6,0.9,2.2,,-0.1,0.2,0.1,0.04,,-4.6,-0.4,-5.0,-0.1,1985,PHI,-0.034482758620689655,23.5,13.7,,,0.03,,
4,Truck Robinson,27,15,392,11.4,0.46399999999999997,0.496,10.8,21.4,16.4,3.7,0.7,1.6,,-0.1,0.7,0.6,0.075,,-1.6,-1.9,-3.5,-0.1,1979,PHO,-0.034482758620689655,15.5,20.5,,,,,
9,Mike Scott,26,11,172,9.6,0.44,0.073,10.0,18.7,14.3,4.6,1.5,0.0,,-0.1,0.2,0.1,0.037000000000000005,,-2.7,-1.9,-4.6,-0.1,2015,ATL,-0.034482758620689655,11.0,16.9,,,0.473,,
8,Malik Rose,26,13,215,8.7,0.502,0.364,8.4,15.8,12.3,3.2,0.7,0.3,,0.1,0.2,0.3,0.07400000000000001,,-3.9,0.0,-4.0,-0.1,2001,SAS,-0.03448275862068966,13.6,16.2,,,0.055,,
8,Monte Morris,23,14,224,9.9,0.409,0.151,1.4,7.6,4.5,24.3,1.2,0.3,,-0.1,0.1,0.0,0.001,,-3.6,-1.1,-4.7,-0.1,2019,DEN,-0.03571428571428571,6.1,19.4,,,0.151,,
6,Will Barton,28,14,328,10.4,0.434,0.193,4.7,16.9,10.7,11.0,0.6,2.2,,-0.2,0.2,0.0,-0.002,,-1.9,-1.2,-3.1,-0.1,2019,DEN,-0.03571428571428571,8.2,21.6,,,0.40700000000000003,,
9,Paul Mokeski,30,12,107,8.2,0.49,0.682,12.6,19.7,16.0,2.3,1.4,1.1,,0.0,0.1,0.1,0.053,,-3.7,-0.2,-3.8,-0.1,1987,MIL,-0.03571428571428572,14.9,13.0,,,0.045,,
9,Danny Ainge,22,10,129,8.2,0.493,0.289,5.0,5.6,5.3,12.3,0.8,0.4,,0.0,0.2,0.2,0.057,,-1.8,-1.8,-3.6,-0.1,1982,BOS,-0.03571428571428572,17.8,19.4,,,0.08900000000000001,,
12,Jason Thompson,29,10,55,6.2,0.38799999999999996,0.33299999999999996,12.4,11.6,12.0,2.9,0.0,1.6,,0.0,0.0,0.0,0.013999999999999999,,-2.7,-3.3,-6.1,-0.1,2016,TOR,-0.03571428571428572,8.8,9.5,,,0.111,,
6,M.L. Carr,31,12,305,7.2,0.387,0.21899999999999997,7.4,7.4,7.4,12.8,1.8,0.0,,-0.3,0.4,0.1,0.019,,-1.9,-1.2,-3.0,-0.1,1982,BOS,-0.03571428571428572,15.4,18.1,,,0.038,,
10,Luis Scola,35,11,140,2.7,0.391,0.355,1.6,14.6,7.7,7.7,1.2,0.0,,-0.2,0.1,-0.1,-0.026000000000000002,,-5.1,-0.5,-5.6,-0.1,2016,TOR,-0.03571428571428572,12.2,13.5,,,0.677,,
7,Chucky Brown,26,21,326,9.2,0.509,0.48700000000000004,7.3,15.9,11.7,3.1,1.4,0.5,,0.1,0.3,0.3,0.047,,-3.7,-1.1,-4.8,-0.2,1995,HOU,-0.03571428571428572,11.5,14.9,,,0.026000000000000002,,
10,Mike Glenn,30,10,114,6.6,0.436,0.33299999999999996,3.1,8.3,5.7,9.2,0.4,0.0,,-0.1,0.0,0.0,-0.019,,-1.9,-2.7,-4.6,-0.1,1986,MIL,-0.03571428571428572,10.8,16.8,,,0.027999999999999997,,
9,Charles Jones,37,19,237,2.4,0.38299999999999995,0.9229999999999999,6.0,15.5,10.9,0.0,0.9,3.2,,-0.1,0.2,0.1,0.022000000000000002,,-7.1,1.0,-6.2,-0.2,1995,HOU,-0.03571428571428572,21.5,4.6,,,0.077,,
8,Anderson VarejÃ£o,25,13,240,9.0,0.419,0.389,9.9,24.2,16.9,6.7,1.9,0.4,,-0.1,0.5,0.3,0.068,,-3.7,0.8,-2.9,-0.1,2008,CLE,-0.03571428571428572,12.5,14.3,,,0.0,,
2,Klay Thompson,26,17,596,9.3,0.507,0.139,2.1,9.3,6.0,8.0,1.1,0.7,,-0.1,0.7,0.6,0.049,,-1.4,-1.8,-3.3,-0.2,2017,GSW,-0.03636363636363636,8.7,19.8,,,0.447,,
10,Stacey King,24,11,86,1.4,0.361,0.40700000000000003,13.7,18.6,16.2,3.1,0.6,0.9,,-0.3,0.1,-0.2,-0.087,,-9.1,-3.5,-12.6,-0.2,1991,CHI,-0.03636363636363637,22.0,22.1,,,0.037000000000000005,,
10,Jacque Vaughn,31,20,208,5.1,0.408,0.12,0.6,4.4,2.6,21.1,1.0,0.0,,-0.2,0.1,0.0,-0.009000000000000001,,-5.4,-0.4,-5.8,-0.2,2007,SAS,-0.03636363636363637,17.3,14.5,,,0.0,,
8,Mark Bryant,26,12,116,2.1,0.374,0.138,11.7,18.8,15.3,1.2,1.3,0.0,,-0.3,0.1,-0.1,-0.052000000000000005,,-7.4,-2.3,-9.7,-0.2,1992,POR,-0.03636363636363637,22.6,14.8,,,0.0,,
8,Alfonzo McKinnie,26,22,235,7.5,0.521,0.16899999999999998,8.6,15.7,12.2,2.3,0.4,0.4,,0.1,0.1,0.2,0.04,,-3.1,-1.8,-4.9,-0.2,2019,GSW,-0.037037037037037035,8.6,12.8,,,0.542,,
7,Quinn Buckner,29,23,268,6.8,0.429,0.278,5.0,10.0,7.5,14.3,2.4,0.0,,-0.2,0.3,0.1,0.012,,-5.0,0.6,-4.3,-0.2,1984,BOS,-0.037037037037037035,16.9,16.3,,,0.013000000000000001,,
10,Jonah Bolden,23,10,79,-1.0,0.385,0.21100000000000002,5.8,13.0,9.6,5.0,1.2,1.1,,-0.3,0.1,-0.2,-0.102,,-7.7,-1.4,-9.0,-0.1,2019,PHI,-0.03703703703703704,30.2,15.9,,,0.8420000000000001,,
5,Kendrick Perkins,27,20,517,8.0,0.47,0.281,8.2,20.3,14.4,3.6,0.7,4.0,,-0.1,0.3,0.1,0.013999999999999999,,-3.3,0.1,-3.2,-0.2,2012,OKC,-0.03773584905660377,22.5,11.7,,,0.0,,
8,Jaylen Brown,20,17,215,10.6,0.539,0.254,6.3,13.5,9.8,9.5,1.4,0.8,,0.0,0.1,0.1,0.022000000000000002,,-2.8,-1.0,-3.8,-0.1,2017,BOS,-0.038461538461538464,14.1,19.4,,,0.324,,
10,Amir Johnson,29,14,142,10.3,0.537,0.267,13.6,11.1,12.4,3.1,1.4,3.6,,0.1,0.1,0.2,0.063,,-3.9,-1.5,-5.4,-0.1,2017,BOS,-0.038461538461538464,15.2,12.6,,,0.1,,
7,Mark Madsen,27,12,169,6.0,0.434,0.516,9.1,9.9,9.5,10.2,0.9,0.9,,0.0,0.1,0.1,0.019,,-4.6,-0.5,-5.1,-0.1,2003,LAL,-0.038461538461538464,17.4,12.1,,,0.032,,
9,Gerald Green,30,12,110,6.7,0.391,0.102,2.3,15.3,9.1,1.5,1.9,0.7,,-0.2,0.2,0.0,-0.006999999999999999,,-5.3,0.0,-5.3,-0.1,2016,MIA,-0.038461538461538464,3.8,23.0,,,0.28600000000000003,,
9,Jamaal Wilkes,30,14,196,6.5,0.42100000000000004,0.157,6.2,8.6,7.5,5.5,1.0,0.6,,-0.1,0.1,0.0,0.004,,-3.9,-1.8,-5.7,-0.2,1984,LAL,-0.039215686274509796,8.6,17.3,,,0.013999999999999999,,
10,Earl Cureton,24,12,75,8.5,0.35600000000000004,0.22,18.6,20.3,19.5,3.8,0.7,0.8,,-0.2,0.1,-0.1,-0.046,,-4.7,-5.4,-10.1,-0.2,1982,PHI,-0.03921568627450981,10.0,27.9,,,0.024,,
8,Kurt Thomas,27,16,251,9.8,0.528,0.16399999999999998,8.7,14.9,11.9,3.8,0.7,2.0,,0.0,0.3,0.4,0.068,,-3.4,0.3,-3.2,-0.1,2000,NYK,-0.04,17.6,16.2,,,0.0,,
10,Gerald Henderson,35,10,40,2.6,0.25,0.0,2.6,0.0,1.4,21.6,1.3,0.0,,-0.1,0.0,-0.1,-0.083,,-5.9,-2.1,-8.0,-0.1,1991,DET,-0.04,0.0,17.4,,,0.188,,
9,Mike Evans,29,15,281,11.3,0.515,0.11900000000000001,1.1,12.0,6.1,21.5,2.0,0.6,,-0.3,0.3,0.0,0.002,,-1.6,-1.6,-3.2,-0.1,1985,DEN,-0.04,19.3,24.9,,,0.35700000000000004,,
7,Sam Young,25,13,256,10.3,0.478,0.156,3.1,10.6,6.7,1.4,1.3,1.0,,0.0,0.2,0.1,0.023,,-2.2,-0.7,-2.9,-0.1,2011,MEM,-0.04,7.2,19.7,,,0.125,,
3,Evan Turner,23,13,449,9.0,0.414,0.312,3.3,22.2,12.3,13.1,1.5,1.0,,-0.8,0.8,0.0,0.002,,-3.6,0.5,-3.1,-0.1,2012,PHI,-0.04,14.6,21.9,,,0.039,,
4,Jeff Green,28,11,298,7.9,0.41,0.24100000000000002,3.3,16.2,9.6,10.2,0.9,1.5,,-0.5,0.3,-0.2,-0.033,,-3.1,-0.9,-4.0,-0.1,2015,MEM,-0.041666666666666664,11.8,20.8,,,0.16699999999999998,,
2,Zach Randolph,33,11,382,13.3,0.47100000000000003,0.196,9.0,18.0,13.4,10.8,0.8,0.0,,0.0,0.3,0.3,0.036000000000000004,,-1.0,-1.5,-2.5,-0.1,2015,MEM,-0.041666666666666664,11.2,24.6,,,0.03,,
4,Mark Olberding,22,14,359,8.9,0.465,0.359,3.3,15.9,9.6,11.5,1.5,0.7,,-0.1,0.3,0.2,0.021,,-3.3,0.0,-3.3,-0.1,1979,SAS,-0.041666666666666664,19.6,16.0,,,,,
9,Wes Matthews,27,12,61,3.7,0.537,0.304,0.0,6.7,3.7,19.6,0.8,0.0,,-0.2,0.1,-0.2,-0.124,,-8.2,-4.1,-12.3,-0.2,1987,LAL,-0.04166666666666668,33.3,26.4,,,0.043,,
10,Adrian Branch,23,11,42,-1.9,0.266,0.5710000000000001,8.9,17.0,13.3,14.2,2.3,0.0,,-0.3,0.1,-0.2,-0.22699999999999998,,-13.3,-4.2,-17.4,-0.2,1987,LAL,-0.04166666666666668,16.0,30.7,,,0.048,,
6,Matthew Dellavedova,24,20,497,6.8,0.47600000000000003,0.235,2.2,6.8,4.5,17.3,1.0,0.0,,-0.1,0.3,0.2,0.02,,-3.0,-0.8,-3.8,-0.2,2015,CLE,-0.0425531914893617,18.9,16.9,,,0.5589999999999999,,
6,Wayman Tisdale,30,10,170,10.7,0.473,0.19699999999999998,4.2,15.9,10.2,10.4,0.0,1.9,,0.0,0.1,0.1,0.026000000000000002,,-3.9,-1.5,-5.4,-0.1,1995,PHO,-0.043478260869565216,7.2,21.9,,,0.013999999999999999,,
5,Elden Campbell,32,10,287,14.2,0.474,0.462,10.4,21.5,15.7,4.4,0.9,3.1,,0.1,0.5,0.6,0.1,,-2.5,-0.8,-3.3,-0.1,2001,CHH,-0.043478260869565216,11.8,23.2,,,0.0,,
